OBJECTID,ADDRESS,NAME,LOCATION,TYPE,LONGITUDE,LATITUDE
332,2190 VICTORIA AVE,VICTORIA PARK - PLAYGROUND 2190 VICTORIA AVE,VICTORIA PARK,PLAYGROUND,-104.61167330900,50.44746021040
333,145 DOROTHY STREET,DIEPPE SCHOOL - OUTDOOR RINK UNBOARDED,DIEPPE SCHOOL,OUTDOOR RINK UNBOARDED,-104.68109018800,50.45880251110
334,145 DOROTHY ST,DIEPPE SCHOOL W - PLAYGROUND 145 DOROTHY ST,DIEPPE SCHOOL W,PLAYGROUND,-104.68087017900,50.45858432290
335,145 DOROTHY STREET,DIEPPE SCHOOL  - BALL DIAMOND BS #126,DIEPPE SCHOOL,BALL DIAMOND,-104.68106133800,50.45874181360
336,145 DOROTHY STREET,DIEPPE SCHOOL - BASKETBALL,DIEPPE SCHOOL,BASKETBALL,-104.67961697300,50.45852323970
337,145 DOROTHY ST,DIEPPE SCHOOL - OUTDOOR RINK SHELTER,DIEPPE SCHOOL,OUTDOOR RINK SHELTER,-104.68087249600,50.45931783520
338,145 DOROTHY ST,DIEPPE SCHOOL E - PLAYGROUND 145 DOROTHY ST,DIEPPE SCHOOL E,PLAYGROUND,-104.67934978200,50.45838072880
339,145 DOROTHY STREET,DIEPPE SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,DIEPPE SCHOOL,ATHLETIC FIELD,-104.67965236600,50.45870583590
340,145 Dorothy St.,Dieppe - Public Elementary School,Dieppe - Public Elementary School,Public Elementary School,-104.68031623700,50.45871548710
341,750 N WINNIPEG ST,MOUNT PLEASANT SPORT PARK - OUTDOOR RINK SHELTER,MOUNT PLEASANT SPORT PARK,OUTDOOR RINK SHELTER,-104.59728507200,50.48610840230
342,555 N MONTREAL STREET,SPEED SKATING OVAL - OUTDOOR RINK OTHER,SPEED SKATING OVAL,OUTDOOR RINK OTHER,-104.59689967900,50.48560261030
343,625 Elphinstone St.,St. Luke - Separate Elementary School,St. Luke - Separate Elementary School,Separate Elementary School,-104.63038648900,50.46887949690
344,1314 ELPHINSTONE STREET,SACRED HEART SCHOOL - BALL DIAMOND,SACRED HEART SCHOOL,BALL DIAMOND,-104.63235974200,50.45737955630
345,1314 ELPHINSTONE ST,SACRED HEART SCHOOL - PLAYGROUND 1314 ELPHINSTONE ST,SACRED HEART SCHOOL,PLAYGROUND,-104.63140385500,50.45806536980
346,1314 ELPHINSTONE ST,SACRED HEART SCHOOL - BASKETBALL,SACRED HEART SCHOOL,BASKETBALL,-104.63176001900,50.45803779570
347,1314 ELPHINSTONE STREET,SACRED HEART SCHOOL - BALL DIAMOND,SACRED HEART SCHOOL,BALL DIAMOND,-104.63236507400,50.45812822830
348,1314 Elphinstone St.,Sacred Heart - Separate Elementary School,Sacred Heart - Separate Elementary School,Separate Elementary School,-104.63180940500,50.45751576800
349,5560 LEIBEL CRES,LAKERIDGE PARK S - PLAYGROUND 5560 LEIBEL CRES,LAKERIDGE PARK S,PLAYGROUND,-104.66073979000,50.49859722570
350,6530 HIRD CRES,HIRD PARK - PLAYGROUND 6530 HIRD CRES,HIRD PARK,PLAYGROUND,-104.67379543500,50.50424731520
351,1501 BOND ST,GLEN ELM PARK - OUTDOOR RINK SHELTER,GLEN ELM PARK,OUTDOOR RINK SHELTER,-104.56715570100,50.45333663720
352,1501 BOND ST,GLEN ELM PARK NW - PLAYGROUND 1501 BOND ST,GLEN ELM PARK NW,PLAYGROUND,-104.56734972300,50.45320446890
353,1601 BOND STREET,GLEN ELM PARK - OUTDOOR RINK UNBOARDED,GLEN ELM PARK,OUTDOOR RINK UNBOARDED,-104.56726173600,50.45300851890
354,1601 BOND STREET,GLEN ELM PARK - BALL DIAMOND BS #67,GLEN ELM PARK,BALL DIAMOND,-104.56758976800,50.45252021170
355,1501 BOND ST,GLEN ELM PARK SE - PLAYGROUND 1501 BOND ST,GLEN ELM PARK SE,PLAYGROUND,-104.56530094800,50.45279843580
356,1601 BOND STREET,GLEN ELM PARK - OUTDOOR RINK BOARDED,GLEN ELM PARK,OUTDOOR RINK BOARDED,-104.56682553800,50.45299641910
357,1601 BOND STREET,GLEN ELM PARK - SPRAYPAD 1501 BOND ST @ 9TH AVE,GLEN ELM PARK,SPRAYPAD,-104.56753505200,50.45327977590
358,2445 ALBERT STREET,ROYAL SASKATCHEWAN MUSEUM,Wascana Centre,Wascana Centre,-104.61657775300,50.43975534230
359,93 LINCOLN DRIVE,DR. A.E. PERRY SCHOOL - OUTDOOR RINK BOARDED,DR. A.E. PERRY SCHOOL,OUTDOOR RINK BOARDED,-104.63280567200,50.40198776510
360,93 LINCOLN DRIVE,DR. A.E. PERRY SCHOOL - OUTDOOR RINK UNBOARDED,DR. A.E. PERRY SCHOOL,OUTDOOR RINK UNBOARDED,-104.63250683700,50.40211946630
361,40 COWIE RD,DR. A.E. PERRY SCHOOL - BASKETBALL,DR. A.E. PERRY SCHOOL,BASKETBALL,-104.63258907800,50.40239940270
362,93 Lincoln Dr.,Dr. A. E. Perry - Public Elementary School,Dr. A. E. Perry - Public Elementary School,Public Elementary School,-104.63193424800,50.40229052130
363,2910 E SHOOTER DR,ST. MARGUERITE BOURGEOYS SCHOOL - PLAYGROUND 2910 E SHOOTER DR,ST. MARGUERITE BOURGEOYS SCHOOL,PLAYGROUND,-104.54166132500,50.43592530390
364,2910 E SHOOTER DRIVE,ST. MARGUERITE BOURGEOYS SCHOOL - BASKETBALL,ST. MARGUERITE BOURGEOYS SCHOOL,BASKETBALL,-104.54135778200,50.43645913950
365,2910 E. Shooter Dr.,St. Marguerite Bourgeoys - Separate Elementary School,St. Marguerite Bourgeoys - Separate Elementary School,Separate Elementary School,-104.54143185500,50.43603007980
366,20 WEEKES CRES,RUTH PAWSON PARK - PLAYGROUND 20 WEEKES CRES,RUTH PAWSON PARK,PLAYGROUND,-104.60405184200,50.49651072410
367,18 WEEKES CRESCENT,RUTH PAWSON PARK - BALL DIAMOND BS #253,RUTH PAWSON PARK,BALL DIAMOND,-104.60491588700,50.49691834320
368,2231 SCARTH STREET,CENTRAL PARK - BALL DIAMOND BS #93,CENTRAL PARK,BALL DIAMOND,-104.60968952800,50.44374986160
369,2501 GRANT RD,GRANT ROAD SCHOOL - PLAYGROUND 2501 GRANT RD,GRANT ROAD SCHOOL,PLAYGROUND,-104.61222619000,50.40299370840
370,2501 GRANT RD,GRANT ROAD SCHOOL - BASKETBALL,GRANT ROAD SCHOOL,BASKETBALL,-104.61190298500,50.40242513770
371,2501 GRANT ROAD,GRANT ROAD - PLAYGROUND 2501 GRANT ROAD,GRANT ROAD,PLAYGROUND,-104.61166725000,50.40224534520
372,2501 Grant Rd.,Grant Road - Public Elementary School,Grant Road - Public Elementary School,Public Elementary School,-104.61228867400,50.40252237340
373,2635 E PHILIP ROAD,VARSITY PARK - OUTDOOR TENNIS,VARSITY PARK,OUTDOOR TENNIS,-104.54659212000,50.42331109800
374,2635 E PHILIP ROAD,VARSITY PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,VARSITY PARK,ATHLETIC FIELD,-104.54643748600,50.42387929850
375,2635 E PHILIP ROAD,VARSITY PARK - SPRAYPAD 2635 E PHILIP RD,VARSITY PARK,SPRAYPAD,-104.54673194900,50.42294864380
376,2635 E PHILIP RD,VARSITY PARK - PLAYGROUND 2635 E PHILIP RD,VARSITY PARK,PLAYGROUND,-104.54651632900,50.42291755510
377,3175 HARDING ST,REVES PARK - PLAYGROUND 3175 HARDING ST,REVES PARK,PLAYGROUND,-104.53947027000,50.42977376860
378,4141 WASCANA PARKWAY,ISM BUILDING,University of Regina,University of Regina,-104.59139575900,50.41500304390
379,4141 WASCANA PARKWAY,INFORMATION TECHNOLOGY BUILDING,University of Regina,University of Regina,-104.58972185800,50.41344695530
380,4141 WASCANA PARKWAY,PTRC BUILDING,University of Regina,University of Regina,-104.59005151900,50.41443260340
381,4141 WASCANA PARKWAY,TWO RESEARCH DR,University of Regina,University of Regina,-104.58983435400,50.41529909120
382,87 MCSHERRY CRESCENT,BASTEDO PARK  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,BASTEDO PARK,ATHLETIC FIELD,-104.67182781700,50.47244452620
383,87 MCSHERRY CRES,BASTEDO PARK - PLAYGROUND 87 MCSHERRY CRES,BASTEDO PARK,PLAYGROUND,-104.67090501900,50.47289325180
384,2601 CORONATION STREET,SHELDON WILLIAMS COLLEGIATE - BASKETBALL,SHELDON WILLIAMS COLLEGIATE,BASKETBALL,-104.63438994300,50.43564239130
385,2601 CORONATION STREET,SHELDON WILLIAMS MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,SHELDON WILLIAMS MULTI,ATHLETIC FIELD,-104.63489308900,50.43642627030
386,2601 CORONATION STREET,SHELDON WILLIAMS COLLEGIATE - OUTDOOR TENNIS,SHELDON WILLIAMS COLLEGIATE,OUTDOOR TENNIS,-104.63434151500,50.43567301840
387,2601 CORONATION STREET,SHELDON WILLIAMS COLLEGIATE - BALL DIAMOND BS #33,SHELDON WILLIAMS COLLEGIATE,BALL DIAMOND,-104.63366234200,50.43620881210
388,2601 Coronation St.,Sheldon-Williams Collegiate - Public High School,Sheldon-Williams Collegiate - Public High School,Public High School,-104.63473295500,50.43641354730
389,1243 ROSSIE DRIVE,PARKRIDGE PARK - SPRAYPAD 1243 ROSSIE DR  @7TH AVE,PARKRIDGE PARK,SPRAYPAD,-104.53297196000,50.46038669730
390,1243 ROSSIE DR,PARKRIDGE PARK - PLAYGROUND 1243 ROSSIE DR,PARKRIDGE PARK,PLAYGROUND,-104.53313135800,50.46031815400
391,1243 ROSSIE DRIVE,PARKRIDGE PARK - ROSSIE FITNESS CIRCUIT - PLAYGROUND 1243 ROSSIE DRIVE,PARKRIDGE PARK - ROSSIE FITNESS CIRCUIT,PLAYGROUND,-104.53399058300,50.45788300090
392,2900 13TH AVE.,CATHEDRAL NEIGHBOURHOOD CENTRE - REC_NBHD FACILITY,CATHEDRAL NEIGHBOURHOOD CENTRE,REC_NBHD FACILITY,-104.62282064700,50.44571109450
393,4199 CASTLE RD,ELSIE DORSEY PARK - OUTDOOR RINK SHELTER,ELSIE DORSEY PARK,OUTDOOR RINK SHELTER,-104.59804403000,50.41034025290
394,4199 CASTLE RD,ELSIE DORSEY PARK - PLAYGROUND 4199 CASTLE RD,ELSIE DORSEY PARK,PLAYGROUND,-104.59779097800,50.41025849330
395,4199 CASTLE ROAD,ELSIE DORSEY PARK - OUTDOOR RINK UNBOARDED,ELSIE DORSEY PARK,OUTDOOR RINK UNBOARDED,-104.59809414900,50.41023439340
396,4199 CASTLE ROAD,ELSIE DORSEY PARK - BALL DIAMOND BS #10,ELSIE DORSEY PARK,BALL DIAMOND,-104.59864644900,50.41006568120
397,3901 PRINCESS DR,ATHABASCA SCHOOL - PLAYGROUND 3901 PRINCESS DR,ATHABASCA SCHOOL,PLAYGROUND,-104.63852154000,50.43568982130
398,3901 PRINCESS DRIVE,ATHABASCA SCHOOL - BALL DIAMOND BS #57,ATHABASCA SCHOOL,BALL DIAMOND,-104.63905462300,50.43572285040
399,3901 PRINCESS DR,ATHABASCA SCHOOL - BASKETBALL,ATHABASCA SCHOOL,BASKETBALL,-104.63849644200,50.43606728650
400,265 N ARGYLE STREET,THOM COLLEGIATE - BALL DIAMOND BS #263,THOM COLLEGIATE,BALL DIAMOND,-104.62937083100,50.48007154630
401,265 N ARGYLE STREET,THOM COLLEGIATE - OUTDOOR TENNIS,THOM COLLEGIATE,OUTDOOR TENNIS,-104.63072786700,50.48035031650
402,265 Argyle St. N.,Thom Collegiate - Public High School,Thom Collegiate - Public High School,Public High School,-104.63089344100,50.48059332380
403,130 BROTHERTON AVE.,CLARENCE MAHON - ARENA,CLARENCE MAHON,ARENA,-104.55528964400,50.45286988970
404,130 BROTHERTON AVE,MAHON ARENA - PLAYGROUND 130 BROTHERTON AVE,MAHON ARENA,PLAYGROUND,-104.55457206900,50.45284269080
405,130 BROTHERTON AVENUE,MAHON - OUTDOOR TENNIS,MAHON,OUTDOOR TENNIS,-104.55504996600,50.45342146710
406,431 HAMILTON STREET,ST. MICHAEL SCHOOL - BALL DIAMOND BS #258,ST. MICHAEL SCHOOL,BALL DIAMOND,-104.60822917200,50.47129222440
407,431 HAMILTON STREET,ST. MICHAEL SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,ST. MICHAEL SCHOOL,ATHLETIC FIELD,-104.60838415700,50.47193167510
408,431 HAMILTON STREET,ST. MICHAEL SCHOOL - BASKETBALL,ST. MICHAEL SCHOOL,BASKETBALL,-104.60878630000,50.47198641240
409,431 HAMILTON ST,ST. MICHAEL SCHOOL - PLAYGROUND 431 HAMILTON ST,ST. MICHAEL SCHOOL,PLAYGROUND,-104.60909165800,50.47133726140
410,431 Hamilton St.,St. Michael - Separate Elementary School,St. Michael - Separate Elementary School,Separate Elementary School,-104.60851157400,50.47179332750
411,4510 QUEEN ST,ETHEL MILLIKEN SCHOOL - PLAYGROUND 4510 QUEEN ST,ETHEL MILLIKEN SCHOOL,PLAYGROUND,-104.63725619400,50.40801880670
412,4510 Queen St.,Ethel Milliken - Public Elementary School,Ethel Milliken - Public Elementary School,Public Elementary School,-104.63779166400,50.40837327370
413,1955 RETALLACK STREET,LUCY ELEY PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,LUCY ELEY PARK,ATHLETIC FIELD,-104.62172083000,50.44805974530
414,1915 RETALLACK ST,LUCY ELEY PARK - PLAYGROUND 1915 RETALLACK ST,LUCY ELEY PARK,PLAYGROUND,-104.62201008800,50.44779544820
415,2530 E ASSINIBOINE AVE,W.S. HAWRYLAK SCHOOL - PLAYGROUND 2530 E ASSINIBOINE AVE,W.S. HAWRYLAK SCHOOL,PLAYGROUND,-104.54761429100,50.42241385240
416,2530 E ASSINIBOINE AVENUE,W.S. HAWRYLAK SCHOOL - BASKETBALL,W.S. HAWRYLAK SCHOOL,BASKETBALL,-104.54674935200,50.42227358430
417,2530 E ASSINIBOINE AVENUE,W.S. HAWRYLAK SCHOOL - BALL DIAMOND BS #75,W.S. HAWRYLAK SCHOOL,BALL DIAMOND,-104.54830569100,50.42210486860
418,2530 E ASSINIBOINE AVENUE,W.S. HAWRYLAK SCHOOL - OUTDOOR RINK UNBOARDED,W.S. HAWRYLAK SCHOOL,OUTDOOR RINK UNBOARDED,-104.54840968800,50.42248722050
419,2530 E. Assiniboine Ave.,W. S. Hawrylak - Public Elementary School,W. S. Hawrylak - Public Elementary School,Public Elementary School,-104.54729199500,50.42222116260
420,750 N WINNIPEG STREET,CURRIE FIELD - BALL DIAMOND BS #289,CURRIE FIELD,BALL DIAMOND,-104.59614532900,50.48798696450
421,750 N WINNIPEG STREET,MOUNT PLEASANT SOUTH SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MOUNT PLEASANT SOUTH SOCCER,ATHLETIC FIELD,-104.59589497000,50.48954314420
422,750 N WINNIPEG STREET,MOUNT PLEASANT SPORT PARK - OUTDOOR TENNIS,MOUNT PLEASANT SPORT PARK,OUTDOOR TENNIS,-104.60226824400,50.48959178660
423,750 N WINNIPEG STREET,MOUNT PLEASANT KAPLAN FIELD WASHROOM - SEASONAL WASHROOM,MOUNT PLEASANT KAPLAN FIELD WASHROOM,SEASONAL WASHROOM,-104.60080331400,50.48822734160
424,750 N WINNIPEG ST,CURRIE PRACTICE FIELD - ATHLETIC FIELD,CURRIE PRACTICE FIELD,ATHLETIC FIELD,-104.59552992800,50.48855393690
425,750 N WINNIPEG STREET,MOUNT PLEASANT SPORTS PARK - BALL DIAMOND BS #268,MOUNT PLEASANT SPORTS PARK,BALL DIAMOND,-104.60127836800,50.49120773020
426,750 N WINNIPEG STREET,MOUNT PLEASANT SOCCER WASHROOM - SEASONAL WASHROOM,MOUNT PLEASANT SOCCER WASHROOM,SEASONAL WASHROOM,-104.59698481600,50.48980068170
427,750 N WINNIPEG STREET,LIVINGSTONE FOOTBALL - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,LIVINGSTONE FOOTBALL,ATHLETIC FIELD,-104.59833384000,50.48705890570
428,750 N WINNIPEG STREET,MOUNT PLEASANT MINI PITCH - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MOUNT PLEASANT MINI PITCH,ATHLETIC FIELD,-104.59650667900,50.48672512850
429,750 N WINNIPEG STREET,MOUNT PLEASANT NORTH SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MOUNT PLEASANT NORTH SOCCER,ATHLETIC FIELD,-104.59595400100,50.49079788510
430,750 N WINNIPEG STREET,MOUNT PLEASANT CURRIE FIELD WASHROOM - SEASONAL WASHROOM,MOUNT PLEASANT CURRIE FIELD WASHROOM,SEASONAL WASHROOM,-104.59588447800,50.48841112230
431,750 N WINNIPEG STREET,KAPLAN FIELD - BALL DIAMOND BS #288,KAPLAN FIELD,BALL DIAMOND,-104.60119458100,50.48790649970
432,2735 LACON STREET,DOMINION PARK  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,DOMINION PARK,ATHLETIC FIELD,-104.56884678500,50.43539094970
433,4055 15TH AVE,LES SHERMAN SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,LES SHERMAN SOCCER,ATHLETIC FIELD,-104.63492563900,50.44192998130
434,4055 15TH AVE,LES SHERMAN PARK NORTH - PLAYGROUND 4055 15TH AVE,LES SHERMAN PARK NORTH,PLAYGROUND,-104.63453421900,50.44074905770
435,2404 ELPHINSTONE STREET,LES SHERMAN MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,LES SHERMAN MULTI,ATHLETIC FIELD,-104.63478358600,50.44163759920
436,2420 ELPHINSTONE ST.,NEIL BALKWILL CIVIC ARTS CENTRE - REC_NBHD FACILITY,NEIL BALKWILL CIVIC ARTS CENTRE,REC_NBHD FACILITY,-104.63279807100,50.44050362690
437,2404 ELPHINSTONE STREET,LES SHERMAN PARK NORTH - BALL DIAMOND BS #180,LES SHERMAN PARK NORTH,BALL DIAMOND,-104.63392995200,50.44024886990
438,35 LAWSON ST,MERLIN PARK 3 - PLAYGROUND 35 LAWSON ST,MERLIN PARK 3,PLAYGROUND,-104.62483085800,50.48428740470
439,2 ACADEMY PARK ROAD,ACADEMY PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,ACADEMY PARK,ATHLETIC FIELD,-104.60579291200,50.40955322890
440,134 ARGYLE STREET,O'NEILL HIGH SCHOOL - BALL DIAMOND BS #252,O'NEILL HIGH SCHOOL,BALL DIAMOND,-104.63414486900,50.47692134860
441,134 ARGYLE STREET,O'NEILL MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,O'NEILL MULTI,ATHLETIC FIELD,-104.63486584300,50.47751248610
442,134 ARGYLE STREET,ARCHBISHOP O_NEILL COLLEGIATE -  Removed,ARCHBISHOP O_NEILL COLLEGIATE,,-104.63445327300,50.47819347280
443,134 Argyle St.,Archbishop M.C. O'Neill High School - Separate High School,Archbishop M.C. O'Neill High School - Separate High School,Separate High School,-104.63408037000,50.47747339130
444,5637 7th Ave.,Walker - Public Elementary School,Walker - Public Elementary School,Public Elementary School,-104.66238416700,50.45806521180
445,1101 WALKER STREET,ROSEMONT PARK - SPRAYPAD 1101 WALKER ST  @ 6TH AVE,ROSEMONT PARK,SPRAYPAD,-104.66217102000,50.46013146520
446,1101 WALKER ST,ROSEMONT PARK - OUTDOOR RINK SHELTER,ROSEMONT PARK,OUTDOOR RINK SHELTER,-104.66186272400,50.46096631080
447,1101 WALKER STREET,ROSEMONT PARK - BALL DIAMOND BS #156,ROSEMONT PARK,BALL DIAMOND,-104.66162186500,50.46091805420
448,1101 WALKER STREET,ROSEMONT PARK - BASKETBALL,ROSEMONT PARK,BASKETBALL,-104.66229198500,50.46006793450
449,1101 WALKER STREET,ROSEMONT PARK  - PLAYGROUND 1101 WALKER STREET,ROSEMONT PARK,PLAYGROUND,-104.66139011100,50.46031343040
450,2311 12th AVE,CENTRAL LIBRARY,CENTRAL LIBRARY,Library,-104.61441598700,50.44846357100
451,6823 GILLMORE DR,ST. ANGELA MERICI SCHOOL - PLAYGROUND 6823 GILLMORE DR,ST. ANGELA MERICI SCHOOL,PLAYGROUND,-104.67820964000,50.50153268800
452,6823 Gillmore Dr.,St. Angela Merici - Separate Elementary School,St. Angela Merici - Separate Elementary School,Separate Elementary School,-104.67888920900,50.50149799230
453,3301 GARNET STREET,ST. PIUS SCHOOL - BALL DIAMOND BS #41,ST. PIUS SCHOOL,BALL DIAMOND,-104.62485990100,50.42771368320
454,3301 GARNET STREET,ST. PIUS SCHOOL - BASKETBALL,ST. PIUS SCHOOL,BASKETBALL,-104.62570991400,50.42690569380
455,3301 GARNET ST,ST. PIUS SCHOOL - PLAYGROUND 3301 GARNET ST,ST. PIUS SCHOOL,PLAYGROUND,-104.62539916300,50.42650731220
456,3301 Garnet St.,St. Pius X - Separate Elementary School,St. Pius X - Separate Elementary School,Separate Elementary School,-104.62543216200,50.42695216650
457,3110 PASQUA STREET,COLUMBUS PARK SSE - BALL DIAMOND BS #58,COLUMBUS PARK SSE,BALL DIAMOND,-104.64126545200,50.43042190640
458,3110 PASQUA STREET,COLUMBUS PARK SE - BALL DIAMOND BS #55,COLUMBUS PARK SE,BALL DIAMOND,-104.64144616200,50.43107870390
459,2211 COLLEGE AVE.,WASCANA - OUTDOOR POOL,WASCANA,OUTDOOR POOL,-104.61311417200,50.43853065890
460,2355 COLLEGE AVENUE,WASCANA SWIMMING POOL,Wascana Centre,Wascana Centre,-104.61310486700,50.43851265040
461,4550 8TH AVENUE,BENSON PARK - BALL DIAMOND BS #179,BENSON PARK,BALL DIAMOND,-104.64570065800,50.45773523110
462,4550 8TH AVE,BENSON PARK - PLAYGROUND 4550 8TH AVE,BENSON PARK,PLAYGROUND,-104.64645454100,50.45703811970
463,140 N MCINTOSH STREET,ST. MARY SCHOOL - BASKETBALL,ST. MARY SCHOOL,BASKETBALL,-104.65406831100,50.47815577380
464,140 N MCINTOSH STREET,ST. MARY SCHOOL N - BALL DIAMOND,ST. MARY SCHOOL N,BALL DIAMOND,-104.65526460300,50.47870655370
465,140 N MCINTOSH ST,ST. MARY SCHOOL - PLAYGROUND 140 N MCINTOSH ST,ST. MARY SCHOOL,PLAYGROUND,-104.65348319400,50.47804543700
466,140 N MCINTOSH STREET,ST. MARY SCHOOL S - BALL DIAMOND,ST. MARY SCHOOL S,BALL DIAMOND,-104.65523365600,50.47767186780
467,140 N MCINTOSH STREET,ST. MARY SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,ST. MARY SCHOOL,ATHLETIC FIELD,-104.65474089200,50.47838565670
468,140 N. McIntosh St.,St. Mary - Separate Elementary School,St. Mary - Separate Elementary School,Separate Elementary School,-104.65414291900,50.47815819880
469,1956 BRODER ST,GREENBURG PARK - PLAYGROUND 1956 BRODER ST,GREENBURG PARK,PLAYGROUND,-104.59116548000,50.44779977900
470,901 GARNET STREET,GRASSICK PLAYGROUND - OUTDOOR RINK BOARDED,GRASSICK PLAYGROUND,OUTDOOR RINK BOARDED,-104.62645547800,50.46405313790
471,901 GARNET ST,GRASSICK PLAYGROUND - PLAYGROUND 901 GARNET ST,GRASSICK PLAYGROUND,PLAYGROUND,-104.62584618300,50.46423176780
472,901 GARNET ST,GRASSICK PLAYGROUND - OUTDOOR RINK SHELTER,GRASSICK PLAYGROUND,OUTDOOR RINK SHELTER,-104.62605605200,50.46436279560
473,901 GARNET STREET,GRASSICK PLAYGROUND - OUTDOOR RINK UNBOARDED,GRASSICK PLAYGROUND,OUTDOOR RINK UNBOARDED,-104.62602824300,50.46408386680
474,901 GARNET STREET,GRASSICK PLAYGROUND - BALL DIAMOND BS #154,GRASSICK PLAYGROUND,BALL DIAMOND,-104.62648522200,50.46318935180
475,8045 KESTRAL DRIVE,WESTHILL/JOANNE GOULET - OUTDOOR RINK UNBOARDED,WESTHILL/JOANNE GOULET,OUTDOOR RINK UNBOARDED,-104.69673910300,50.47814665660
476,8045 KESTRAL DRIVE,WESTHILL/JOANNE GOULET - OUTDOOR RINK BOARDED,WESTHILL/JOANNE GOULET,OUTDOOR RINK BOARDED,-104.69676511900,50.47788083480
477,8045 KESTRAL DR,WESTHILL/JOANNE GOULET GOLF COURSE - OUTDOOR RINK SHELTER,WESTHILL/JOANNE GOULET GOLF COURSE,OUTDOOR RINK SHELTER,-104.69690507800,50.47816635290
478,255 N GARNET STREET,SHEPPARD PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,SHEPPARD PARK,ATHLETIC FIELD,-104.62592272900,50.48010082440
479,255 N GARNET STREET,SHEPPARD PARK/GLADYS MCDONALD - BALL DIAMOND BS #251,SHEPPARD PARK/GLADYS MCDONALD,BALL DIAMOND,-104.62633277300,50.47995551600
480,3820 VICTORIA AVENUE,LESLIE PARK - OUTDOOR RINK UNBOARDED,LESLIE PARK,OUTDOOR RINK UNBOARDED,-104.63438624600,50.44752865340
481,3820 VICTORIA AVENUE,"LESLIE LAWNBOWLING PARK GREEN ""D"" (EAST END) - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD","LESLIE LAWNBOWLING PARK GREEN ""D"" (EAST END)",ATHLETIC FIELD,-104.63566554800,50.44756094610
482,3820 VICTORIA AVENUE,"LESLIE LAWNBOWLING PARK GREEN ""C"" (EAST CENTER) - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD","LESLIE LAWNBOWLING PARK GREEN ""C"" (EAST CENTER)",ATHLETIC FIELD,-104.63622306600,50.44756904880
483,3820 VICTORIA AVENUE,"LESLIE LAWNBOWLING PARK GREEN ""A"" (WEST END) - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD","LESLIE LAWNBOWLING PARK GREEN ""A"" (WEST END)",ATHLETIC FIELD,-104.63772660200,50.44756102390
484,4040 VICTORIA AVE,LESLIE PARK - OUTDOOR RINK SHELTER,LESLIE PARK,OUTDOOR RINK SHELTER,-104.63425158200,50.44759481950
485,3820 VICTORIA AVE,LESLIE PARK - PLAYGROUND 3820 VICTORIA AVE,LESLIE PARK,PLAYGROUND,-104.63512698600,50.44743441620
486,3820 VICTORIA AVENUE,"LESLIE LAWNBOWLING PARK GREEN ""B"" (WEST CENTER) - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD","LESLIE LAWNBOWLING PARK GREEN ""B"" (WEST CENTER)",ATHLETIC FIELD,-104.63715907800,50.44755925590
487,3820 VICTORIA AVENUE,LESLIE PARK - BASKETBALL,LESLIE PARK,BASKETBALL,-104.63480846000,50.44743880250
488,3820 VICTORIA AVENUE,LESLIE PARK - OUTDOOR RINK BOARDED,LESLIE PARK,OUTDOOR RINK BOARDED,-104.63471004400,50.44784146220
489,3210 E PARKLAND DRIVE,PARKLAND PARK - BASKETBALL,PARKLAND PARK,BASKETBALL,-104.53909295500,50.43924163170
490,3210 E PARKLAND DR,PARKLAND PARK - PLAYGROUND 3210 E PARKLAND DR,PARKLAND PARK,PLAYGROUND,-104.53801721500,50.43942940450
491,131 MASSEY ROAD,MASSEY SCHOOL - BALL DIAMOND BS #20,MASSEY SCHOOL,BALL DIAMOND,-104.60573430500,50.41124065560
492,131 MASSEY ROAD,MASSEY SCHOOL - BASKETBALL,MASSEY SCHOOL,BASKETBALL,-104.60774883800,50.41125799470
493,131 MASSEY ROAD,MASSEY SCHOOL - PLAYGROUND 131 MASSEY ROAD,MASSEY SCHOOL,PLAYGROUND,-104.60789171300,50.41090513580
494,131 Massey Rd.,Massey - Public Elementary School,Massey - Public Elementary School,Public Elementary School,-104.60751012600,50.41110188680
495,2735 LACON ST,DOMINION PARK - PLAYGROUND 2735 LACON ST,DOMINION PARK,PLAYGROUND,-104.56826438700,50.43555038050
